year,name,description,longitude,latitude
2019,Eastside,Cafes and Restaurants,144.97224,-37.81515
2019,Felt Restaurant,Cafes and Restaurants,144.97359,-37.815290000000005
2019,The Truffula Seed Cafe,Cafes and Restaurants,144.97378999999998,-37.81499
2019,Mercure Hotel,Accommodation,144.9742,-37.81477
2019,Tom Thumb Espresso,Cafes and Restaurants,144.97284,-37.814859999999996
2019,The Press Club,Cafes and Restaurants,144.97271999999998,-37.815459999999995
2019,No 8 Exhibition Cafe,Cafes and Restaurants,144.97271999999998,-37.815459999999995
2019,Gazi,Cafes and Restaurants,144.97271999999998,-37.815459999999995
2019,Sea Life Melbourne Aquarium,Zoological and Botanical Gardens Operation,144.95851000000002,-37.82059
2019,Restaurant 1903,Cafes and Restaurants,144.95478,-37.81973
2019,Buddabah,Cafes and Restaurants,144.95571999999999,-37.81902
2019,Virgin Active Australia Pty Ltd,Cafes and Restaurants,144.95571999999999,-37.81902
2019,Stockroom567,Cafes and Restaurants,144.95571999999999,-37.81902
2019,Spudbar Collins Street 567,Cafes and Restaurants,144.95571999999999,-37.81902
2019,Guzman Y Gomez,Takeaway Food Services,144.95571999999999,-37.81902
2019,Isshin Healthy Food,Cafes and Restaurants,144.95571999999999,-37.81902
2019,Black Rice,Cafes and Restaurants,144.95571999999999,-37.81902
2019,Batman's Hill On Collins Hotel,Accommodation,144.95469,-37.81929
2019,Krispy Kreme,Bakery Product Manufacturing (Non-factory based),144.95469,-37.81929
2019,Bonnie Coffee Brewers,Takeaway Food Services,144.95812,-37.818540000000006
2019,Alluvial Restaurant,Cafes and Restaurants,144.95812,-37.818540000000006
2019,Market Lane Bar,"Pubs, Taverns and Bars",144.95812,-37.818540000000006
2019,Merchant Osteria Veneta,Cafes and Restaurants,144.95812,-37.818540000000006
2019,Bluestone Wine Lounge,"Pubs, Taverns and Bars",144.95812,-37.818540000000006
2019,Vue De Monde,Cafes and Restaurants,144.95747,-37.81865
2019,St Ali Mercedes Me,Cafes and Restaurants,144.95747,-37.81865
2019,Rare Steakhouse,Cafes and Restaurants,144.95731999999998,-37.819179999999996
2019,The Old Chamber,Cafes and Restaurants,144.96143,-37.81731
2019,Natural History Bar & Grill,Cafes and Restaurants,144.96121000000002,-37.817370000000004
2019,Bluebag,Cafes and Restaurants,144.96111000000002,-37.81745
2019,The Sherlock Holmes Inn,"Pubs, Taverns and Bars",144.96087,-37.81747
2019,Ms Collins,"Pubs, Taverns and Bars",144.96065,-37.81753
2019,Oak & Vine Bar,"Pubs, Taverns and Bars",144.96081999999998,-37.81778
2019,Oak & Vine Restaurant,Cafes and Restaurants,144.96081999999998,-37.81778
2019,Mionma,Cafes and Restaurants,144.96081999999998,-37.81805
2019,Long Macc on Queens,Cafes and Restaurants,144.96161,-37.81774
2019,Harley House,"Pubs, Taverns and Bars",144.97135,-37.81434
2019,Alexandra Club,Clubs (Hospitality),144.97117,-37.8144
2019,Sushi Land,Takeaway Food Services,144.97082,-37.81487
2019,Pezzo,Cafes and Restaurants,144.97082,-37.81487
2019,Barista 101,Cafes and Restaurants,144.97082,-37.81487
2019,Il Solito Posto,Cafes and Restaurants,144.97026,-37.81469
2019,Philippe,Cafes and Restaurants,144.97001,-37.81474
2019,Collins Kitchen,Cafes and Restaurants,144.96988000000002,-37.81508
2019,Blue Bag,Cafes and Restaurants,144.97158000000002,-37.815020000000004
2019,Howitt House,Cafes and Restaurants,144.97372,-37.81372
2019,Mamasita,Cafes and Restaurants,144.97346000000002,-37.81377
2019,Uncle Collins St,Cafes and Restaurants,144.97335,-37.813829999999996
2019,Pope Joan,Cafes and Restaurants,144.97263,-37.81431
2019,Great Space Cafe,Cafes and Restaurants,144.97263,-37.81431
2019,Asian Pavillion,Cafes and Restaurants,144.97263,-37.81431
2019,Rush Sushi,Takeaway Food Services,144.97263,-37.81431
2019,Sofi's Lounge,Cafes and Restaurants,144.97263,-37.81431
2019,No35,Cafes and Restaurants,144.97263,-37.81431
2019,The Atrium on 35,Cafes and Restaurants,144.97263,-37.81431
2019,Roll'd Collins Place,Takeaway Food Services,144.97263,-37.81431
2019,Laurent,Cafes and Restaurants,144.97263,-37.81431
2019,Kenzan Japanese Restaurant,Cafes and Restaurants,144.97263,-37.81431
2019,Di Stasio Citta,Cafes and Restaurants,144.97395,-37.8142
2019,Southern Xross Kebabs,Takeaway Food Services,144.95435,-37.81868
2019,Purple Peanuts Japanese Cafe,Cafes and Restaurants,144.95435,-37.81868
2019,Pallet Espresso,Cafes and Restaurants,144.95435,-37.81868
2019,Choix Creperie Cafe,Cafes and Restaurants,144.95435,-37.81868
2019,Chick-In,Cafes and Restaurants,144.95435,-37.81868
2019,Cafe Eurasia,Cafes and Restaurants,144.95494,-37.8185
2019,Perk Up Cafe Burger Bar,Takeaway Food Services,144.95457,-37.81861
2019,Dumpling World,Cafes and Restaurants,144.95457,-37.81861
2019,Miss Siam,Takeaway Food Services,144.95542,-37.81837
2019,The Bottom End,"Pubs, Taverns and Bars",144.95561,-37.81783
2019,Pho n Roll,Takeaway Food Services,144.95543999999998,-37.81787
2019,Brim CC,Takeaway Food Services,144.9549,-37.81803
2019,Spicy Korean,Cafes and Restaurants,144.9549,-37.81803
2019,Apna Desi Indian Restaurant & Grocery,Cafes and Restaurants,144.95436,-37.81818
2019,In Zone Cafe,Cafes and Restaurants,144.95436,-37.81818
2019,Smoothme Supafood Bar,Takeaway Food Services,144.95436,-37.81818
2019,Piccolo Me,Cafes and Restaurants,144.95436,-37.81818
2019,Fourteen On 3,Cafes and Restaurants,144.95681000000002,-37.8177
2019,Feast @ 520,Cafes and Restaurants,144.95726000000002,-37.817809999999994
2019,Kantina Kartel,Cafes and Restaurants,144.95747,-37.81757
2019,Henry & The Fox,Cafes and Restaurants,144.95747,-37.81757
2019,Express Kartel,Takeaway Food Services,144.95747,-37.81757
2019,Cafenatics On Church,Cafes and Restaurants,144.95747,-37.81757
2019,Oaks On Collins,Accommodation,144.95797,-37.817640000000004
2019,Yuzu Cafe & Cuisine,Cafes and Restaurants,144.95797,-37.817640000000004
2019,Royal Stacks,Cafes and Restaurants,144.95833000000002,-37.81754
2019,Saving Grace,Cafes and Restaurants,144.9578,-37.8172
2019,In A Rush,Cafes and Restaurants,144.9578,-37.8172
2019,Culpa Espresso,Takeaway Food Services,144.95852,-37.81712
2019,Mitre Tavern,"Pubs, Taverns and Bars",144.96029,-37.8168
2019,Curry Vault,Cafes and Restaurants,144.96052,-37.81643
2019,Melbourne Savage Club,Clubs (Hospitality),144.96058,-37.81655
2019,Treviso,Cafes and Restaurants,144.96065,-37.81669
2019,Macchiato On Collins,Cafes and Restaurants,144.95944,-37.8173
2019,Sunny Boy Cafe,Cafes and Restaurants,144.95976000000002,-37.817029999999995
2019,The Mug House,Cafes and Restaurants,144.95976000000002,-37.817029999999995
2019,N Lee Bakery,Cafes and Restaurants,144.96,-37.8168
2019,Bagelworks,Takeaway Food Services,144.96,-37.8168
2019,Massi,Cafes and Restaurants,144.96,-37.8168
2019,Taco Bill Collins Street,Cafes and Restaurants,144.96049,-37.816990000000004
2019,Shamble Coffee Brewers,Cafes and Restaurants,144.96063999999998,-37.81623
2019,Thailander,Cafes and Restaurants,144.96053999999998,-37.81625
2019,The Irish Times,"Pubs, Taverns and Bars",144.96053999999998,-37.81625
2019,Little Brother Kitchen & Bar,Cafes and Restaurants,144.96045,-37.81628
2019,Tengu,Cafes and Restaurants,144.9604,-37.81629
2019,Dikstein's Corner Bar,Cafes and Restaurants,144.96034,-37.816309999999994
2019,Little Colin,Cafes and Restaurants,144.9601,-37.8164
2019,Syracuse Wine Bar & Restaurant,Cafes and Restaurants,144.9601,-37.8164
2019,Marrakech Bar,"Pubs, Taverns and Bars",144.9601,-37.8164
2019,Intimo,Cafes and Restaurants,144.9601,-37.8164
2019,Korean Healthy Food BBQ Box,Cafes and Restaurants,144.95955,-37.81661
2019,Terrace Deli,Cafes and Restaurants,144.95955,-37.81661
2019,CUB Private Business Club,Clubs (Hospitality),144.96098,-37.81638
2019,Brioche By Philip,Takeaway Food Services,144.96096,-37.81625
2019,Aki Sushi,Cafes and Restaurants,144.96081,-37.81615
2019,Chaise Lounge,"Pubs, Taverns and Bars",144.96081,-37.81615
2019,I Bean,Takeaway Food Services,144.96081,-37.81615
2019,The Australian Club,Other Interest Group Services n.e.c.,144.95911999999998,-37.81675
2019,The Bank On Collins,Cafes and Restaurants,144.96108,-37.81662
2019,Rockpool Events & Catering,Cafes and Restaurants,144.96991,-37.814009999999996
2019,Raku Raku,Takeaway Food Services,144.96931,-37.814
2019,Elements Catering (Kiosk),Cafes and Restaurants,144.96931,-37.814
2019,Garcon Paris Steakhouse,Cafes and Restaurants,144.97028,-37.81402
2019,Collins Quarter,"Pubs, Taverns and Bars",144.97058,-37.81394
2019,Doc Martins,Cafes and Restaurants,144.97058,-37.81394
2019,Pink Alley Bar,"Pubs, Taverns and Bars",144.97058,-37.81394
2019,Harry's At Stamford,Cafes and Restaurants,144.96976999999998,-37.81369
2019,Cafe 60,Cafes and Restaurants,144.97162,-37.81362
2019,Koko Black Chocolate,Cafes and Restaurants,144.97184,-37.813559999999995
2019,The Melbourne Club,Clubs (Hospitality),144.97211000000001,-37.81325
2019,McDonald's,Cafes and Restaurants,144.97271,-37.81342
2019,Cafe Alcaston,Cafes and Restaurants,144.97355,-37.81304
2019,Bar Lourinha,"Pubs, Taverns and Bars",144.97249,-37.81278
2019,Lupino,Cafes and Restaurants,144.97239,-37.8128
2019,N Lee Bakery And Cafe,Cafes and Restaurants,144.97169,-37.813140000000004
2019,Sakura Kaiten Sushi,Cafes and Restaurants,144.97169,-37.813140000000004
2019,Liaision,Takeaway Food Services,144.97249,-37.81292
2019,The Lyceum Club,Clubs (Hospitality),144.9726,-37.81315
2019,Up Top,Cafes and Restaurants,144.97318,-37.8126
2019,Saki Sushi Bar,Takeaway Food Services,144.97318,-37.8126
2019,Little Bean Blue,Cafes and Restaurants,144.97318,-37.8126
2019,Coffee Exchange,Cafes and Restaurants,144.97318,-37.8126
2019,Royal Melbourne Hotel,"Pubs, Taverns and Bars",144.95523,-37.81687
2019,Kinfolk Cafe,Cafes and Restaurants,144.9541,-37.81722
2019,Ibis Styles Kingsgate,Accommodation,144.9555,-37.81708
2019,Saravanaa Bhavan Melbourne,Cafes and Restaurants,144.9555,-37.81708
2019,Saint & Rogue,"Pubs, Taverns and Bars",144.95535,-37.81742
2019,The Savoy Hotel on Little Collins,Accommodation,144.95393,-37.81777
2019,Pok Pok Junior,Cafes and Restaurants,144.95781000000002,-37.816359999999996
2019,Etto St James,Cafes and Restaurants,144.95781000000002,-37.816359999999996
2019,Burger Project St James,Cafes and Restaurants,144.95781000000002,-37.816359999999996
2019,Zuppa,Takeaway Food Services,144.95781000000002,-37.816359999999996
2019,Goz City,Takeaway Food Services,144.95781000000002,-37.816359999999996
2019,Brioche by Philip,Cafes and Restaurants,144.95781000000002,-37.816359999999996
2019,Doughboys Doughnuts,Takeaway Food Services,144.95781000000002,-37.816359999999996
2019,Spin Coffee,Cafes and Restaurants,144.95781000000002,-37.816359999999996
2019,Axil Coffee Roasters,Cafes and Restaurants,144.95702,-37.81647
2019,Coffee Logic,Cafes and Restaurants,144.95667,-37.81651
2019,El Coco,"Pubs, Taverns and Bars",144.95641,-37.817029999999995
2019,Five Points,Cafes and Restaurants,144.95677,-37.81697
2019,LB2,Takeaway Food Services,144.95677,-37.81697
2019,Fjord,Cafes and Restaurants,144.95677,-37.81697
2019,Kinship & Co,Takeaway Food Services,144.95677,-37.81697
2019,Mr Fusion,Cafes and Restaurants,144.95677,-37.81697
2019,Vault Espresso Bar,Cafes and Restaurants,144.95677,-37.81697
2019,Hudsons Coffee,Takeaway Food Services,144.95711,-37.81688
2019,Pho Nung Vietnamese Restaurant,Cafes and Restaurants,144.95711,-37.81688
2019,Uncle David's Cafe,Takeaway Food Services,144.95711,-37.81688
2019,Bambini Barrista,Takeaway Food Services,144.95711,-37.81688
2019,Cafe Felice,Cafes and Restaurants,144.96017,-37.815490000000004
2019,Le Petit Gateau,Bakery Product Manufacturing (Non-factory based),144.95958000000002,-37.81589
2019,RACV City Club,Accommodation,144.95958000000002,-37.81589
2019,Benny Burger,Takeaway Food Services,144.96011000000001,-37.81597
2019,Iki-Jime,Cafes and Restaurants,144.96011000000001,-37.81597
2019,Smokestack,Takeaway Food Services,144.96063,-37.81581
2019,Lanai Restaurant & Bar,Cafes and Restaurants,144.96063,-37.81581
2019,CQ Bar,"Pubs, Taverns and Bars",144.96063,-37.81581
2019,Roti Bar,Cafes and Restaurants,144.96063,-37.81581
2019,The Turf Bar & Restaurant,"Pubs, Taverns and Bars",144.96053,-37.8155
2019,Ishizuka,Cafes and Restaurants,144.96917,-37.81279
2019,Izakya Hachibeh,Cafes and Restaurants,144.96903999999998,-37.81278
2019,Gyoza Douraku,Cafes and Restaurants,144.96896999999998,-37.81281
2019,@Siam Thai Restaurant,Cafes and Restaurants,144.96863000000002,-37.81292
2019,Da Rin,Cafes and Restaurants,144.96856,-37.81295
2019,Fomo Thai,Cafes and Restaurants,144.9685,-37.81296
2019,Twenty Pho Seven,Cafes and Restaurants,144.96842,-37.81299
2019,Taco Bill Mexican Restaurant,Cafes and Restaurants,144.96842,-37.81299
2019,Amie's Bakery,Cafes and Restaurants,144.97011,-37.81281
2019,Crisp Creative Salad,Cafes and Restaurants,144.97011,-37.81281
2019,Roll'd Southen Cross Lane,Cafes and Restaurants,144.97011,-37.81281
2019,Burma Lane,Cafes and Restaurants,144.97011,-37.81281
2019,Asian Lane,Cafes and Restaurants,144.97011,-37.81281
2019,Tower Shushi,Cafes and Restaurants,144.97011,-37.81281
2019,Dumpling King,Cafes and Restaurants,144.97011,-37.81281
2019,Joy Cupcakes,Bakery Product Manufacturing (Non-factory based),144.97011,-37.81281
2019,The Meating House,Cafes and Restaurants,144.97011,-37.81281
2019,Urban Deli SX1,Cafes and Restaurants,144.97011,-37.81281
2019,Ba'get,Cafes and Restaurants, , 
2019,Embla,Cafes and Restaurants,144.96871000000002,-37.81343
2019,Sezar,Cafes and Restaurants,144.96903,-37.81349
2019,Izakaya Den,Cafes and Restaurants,144.96903,-37.81349
2019,Brioche by Phillip,Takeaway Food Services,144.96903,-37.81349
2019,Postal Hall,Cafes and Restaurants,144.96903,-37.81349
2019,Spleen Central,"Pubs, Taverns and Bars",144.97205,-37.81194
2019,Lanes Edge Cafe,Cafes and Restaurants,144.97205,-37.81194
2019,Sempre Pizza & Calzone,Cafes and Restaurants,144.97191,-37.81197
2019,The Mess Hall,Cafes and Restaurants,144.9718,-37.81201
2019,Madam Brussels,"Pubs, Taverns and Bars",144.97156999999999,-37.81212
2019,Spaghetti Tree,Cafes and Restaurants,144.97156999999999,-37.81212
2019,Club Asuka,"Pubs, Taverns and Bars",144.97156999999999,-37.81212
2019,Lighthouse Cafe,Cafes and Restaurants,144.97145,-37.81228
2019,Nando's Bourke Street,Cafes and Restaurants,144.97104,-37.81218
2019,Fancy Hank's,Cafes and Restaurants,144.97104,-37.81218
2019,Panini Bar,Takeaway Food Services,144.9709,-37.81223
2019,Pie Face Exhibition Street,Takeaway Food Services,144.9709,-37.81223
2019,More Than Fresh,Takeaway Food Services,144.9709,-37.81223
2019,The Grand Trailer Park Taverna,Cafes and Restaurants,144.9709,-37.81223
2019,Black Velvet Espresso,Takeaway Food Services,144.97111,-37.8124
2019,European Bier Cafe,"Pubs, Taverns and Bars",144.9712,-37.81286
2019,Boney,"Pubs, Taverns and Bars",144.97133,-37.81284
2019,Magic Mountain Saloon,"Pubs, Taverns and Bars",144.97144,-37.81281
2019,Soi 38,Cafes and Restaurants,144.97195,-37.81242
2019,Bar Carlo,"Pubs, Taverns and Bars",144.97235,-37.81208
2019,Waiters Restaurant,Cafes and Restaurants,144.97235,-37.81208
2019,Pizza Pizza Pizza,Cafes and Restaurants,144.97248000000002,-37.81225
2019,San Telmo Restaurant,Cafes and Restaurants,144.97248000000002,-37.81225
2019,Windsor Hotel,Accommodation,144.97292,-37.81199
2019,Loop Project Space & Bar,"Pubs, Taverns and Bars",144.97211000000001,-37.81215
2019,Alto Hotel On Bourke,Accommodation,144.95471,-37.81628
2019,Power Cafe,Takeaway Food Services,144.9548,-37.81596
2019,Dosa Corner,Cafes and Restaurants,144.95533,-37.81623
2019,Shanghai Master Dumpling,Cafes and Restaurants,144.95526,-37.81608
2019,Woodo,Cafes and Restaurants,144.95521000000002,-37.81597
2019,La Figo,Cafes and Restaurants,144.95516999999998,-37.8159
2019,King Jons,Cafes and Restaurants,144.95515,-37.81584
2019,Hanabishi Japanese Restaurant,Cafes and Restaurants,144.95512,-37.81579
2019,Mail Exchange Hotel,"Pubs, Taverns and Bars",144.95359,-37.816629999999996
2019,Dotspot,Cafes and Restaurants,144.95404,-37.81627
2019,Ritz Spencer Kebab Cafe,Cafes and Restaurants,144.9533,-37.81625
2019,Itoya,Takeaway Food Services,144.9533,-37.81625
2019,Mad Mex 600 Bourke,Takeaway Food Services,144.95614,-37.815670000000004
2019,Nando's - Bourke Place,Cafes and Restaurants,144.95614,-37.815670000000004
2019,The Common,Cafes and Restaurants,144.95676,-37.815509999999996
2019,Kedai Satay,Cafes and Restaurants,144.9557,-37.815670000000004
2019,Lord of the Fries,Takeaway Food Services,144.95571999999999,-37.81572
2019,La Di Da,Cafes and Restaurants,144.95561999999998,-37.815509999999996
2019,Lt Osteria,Cafes and Restaurants,144.95739,-37.81532
2019,Bourke and Willis,Cafes and Restaurants,144.95739,-37.81532
2019,Jolly J's,Cafes and Restaurants,144.95739,-37.81532
2019,Chilangos,Cafes and Restaurants,144.95739,-37.81532
2019,Rock the Wok,Cafes and Restaurants,144.95739,-37.81532
2019,Mamma Mia,Cafes and Restaurants,144.95739,-37.81532
2019,Sakae,Cafes and Restaurants,144.95739,-37.81532
2019,Roll'D Vietnamese Kitchen,Cafes and Restaurants,144.95739,-37.81532
2019,Slate Restaurant Bar,Cafes and Restaurants,144.95739,-37.81532
2019,Brewer's Place,Cafes and Restaurants,144.95739,-37.81532
2019,Bluestones 520 Cafe,Cafes and Restaurants,144.95838999999998,-37.81527
2019,Ikyu Sushi,Cafes and Restaurants,144.95877,-37.81496
2019,The Tuck Shop,Cafes and Restaurants,144.95877,-37.81496
2019,Movida Aqui,Cafes and Restaurants,144.95877,-37.81496
2019,Paco's Tacos,Cafes and Restaurants,144.95877,-37.81496
2019,Rosa's Canteen,Cafes and Restaurants,144.95877,-37.81496
2019,Saigon Pho 500 Bourke Street,Cafes and Restaurants,144.95877,-37.81496
2019,Bluebag Fresh 482,Cafes and Restaurants,144.95938,-37.815090000000005
2019,CBD Bakery,Cafes and Restaurants,144.95946,-37.81507
2019,Yes Sushi  & Cafe,Takeaway Food Services,144.95996,-37.814840000000004
2019,The Taste of Korchi City,Cafes and Restaurants,144.95966,-37.81431
2019,Alibi Kitchen & Bar,Cafes and Restaurants,144.95904,-37.81459
2019,Namoo,Cafes and Restaurants,144.96022,-37.814679999999996
2019,Busan Korean Restaurant,Cafes and Restaurants,144.96,-37.81452
2019,Food Craft,Takeaway Food Services,144.95997,-37.81429
2019,Queen Street Rescue,Cafes and Restaurants,144.95997,-37.81429
2019,Berto's Bar,Cafes and Restaurants,144.95809,-37.81477
2019,Pho Melbourne,Cafes and Restaurants,144.95821999999998,-37.81492
2019,Udon Izakaya Maedaya,Cafes and Restaurants,144.96825,-37.812509999999996
2019,Mr Crackles,Takeaway Food Services,144.96839,-37.812470000000005
2019,Whitte Tomato,Cafes and Restaurants,144.96847,-37.81245
2019,Ginza Teppanyaki Japanese Restaurant,Cafes and Restaurants,144.96851999999998,-37.81196
2019,Rising Embers,Cafes and Restaurants,144.96851999999998,-37.81196
2019,Charltons Entertainment Complex / Roxanne Bar,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",144.96851999999998,-37.81196
2019,Virgin Active Health Club,Health and Fitness Centres and Gymnasia Operation,144.96884,-37.812020000000004
2019,Shark Fin House,Cafes and Restaurants,144.96884,-37.812020000000004
2019,FM Karaoke Bar,"Pubs, Taverns and Bars",144.96874,-37.81235
2019,Welcome Stranger,"Pubs, Taverns and Bars",144.96926000000002,-37.81207
2019,Flower Drum,Cafes and Restaurants,144.96926000000002,-37.81207
2019,Wagyu One,Cafes and Restaurants,144.96955,-37.81207
2019,Fireflies Club,"Pubs, Taverns and Bars",144.96955,-37.81207
2019,D'Marcos  Espresso Bar,Takeaway Food Services,144.97013,-37.81177
2019,Killiney Kopitiam Bourke Street,Cafes and Restaurants,144.97013,-37.81177
2019,Chine On Paramount / Chine Express,Cafes and Restaurants,144.97013,-37.81177
2019,Niku Ou,Cafes and Restaurants,144.97013,-37.81177
2019,Isan Soul Thai Street Food,Cafes and Restaurants,144.97017,-37.81195
2019,The Elephant and Wheelbarrow,"Pubs, Taverns and Bars",144.97024,-37.81191
2019,Indi Hots Restaurant,Cafes and Restaurants,144.9701,-37.81171
2019,1806 / The Understudy,"Pubs, Taverns and Bars",144.97007,-37.81165
2019,Go Noodle House,Cafes and Restaurants,144.96991,-37.81129
2019,Golden Delicious,Cafes and Restaurants,144.96991,-37.81129
2019,Dessert Kitchen,Cafes and Restaurants,144.96934,-37.81146
2019,Bangkok Jam,Cafes and Restaurants,144.96927,-37.811479999999996
2019,Famous Hotpot & BBQ,Cafes and Restaurants,144.9691,-37.81156
2019,Gyoza Gyoza & Momo Shabu Shabu,Cafes and Restaurants,144.96901,-37.81159
2019,Shoya Melbourne,Cafes and Restaurants,144.96911,-37.81174
2019,Hofbrauhaus Restaurant,Cafes and Restaurants,144.96934,-37.811609999999995
2019,Hofbrouhaus Restaurant,Cafes and Restaurants,144.9694,-37.81175
2019,HuTong Dumpling Bar,Cafes and Restaurants,144.96946,-37.81187
2019,Hakata Genuke,Cafes and Restaurants,144.96819,-37.81227
2019,David's Malatang,Cafes and Restaurants,144.96821,-37.81232
2019,City Orchids Garden,Cafes and Restaurants,144.96889,-37.81158
2019,Grossi Florentino,Cafes and Restaurants,144.97085,-37.81173
2019,Ombra,Cafes and Restaurants,144.97093999999998,-37.8117
2019,Bottega Restaurant,Cafes and Restaurants,144.97101,-37.811679999999996
2019,Self Preservation,Cafes and Restaurants,144.97108,-37.81167
2019,Pellegrinis Espresso Bar,Cafes and Restaurants,144.97116,-37.81165
2019,Cafe On Bourke,Cafes and Restaurants,144.97169,-37.811370000000004
2019,Takumi Japanese Restaurant,Cafes and Restaurants,144.97198,-37.81136
2019,Pipa,Cafes and Restaurants,144.97236,-37.81129
2019,Butchers Diner,Cafes and Restaurants,144.97256000000002,-37.811240000000005
2019,Recoleta,Cafes and Restaurants,144.97256000000002,-37.811240000000005
2019,Imperial Hotel,"Pubs, Taverns and Bars",144.97268,-37.8112
2019,Becco,Cafes and Restaurants,144.97101,-37.81143
2019,Gingerboy,Cafes and Restaurants,144.97093,-37.81125
2019,Traveller,Takeaway Food Services,144.97121,-37.81138
2019,Locanda Italian Steakhouse,Cafes and Restaurants,144.97063,-37.81123
2019,Arlechin,Cafes and Restaurants,144.97073,-37.81152
2019,Shimbashi Japanese Soba & Sake Bar,Cafes and Restaurants,144.97132,-37.81131
2019,Hochi Mama Kitchen,Cafes and Restaurants,144.97132,-37.81131
2019,Rice Paper Scissors Asian Kitchen,Cafes and Restaurants,144.97132,-37.81131
2019,Ruyi Modern Chinese,Cafes and Restaurants,144.97155,-37.81106
2019,Mezzo,Cafes and Restaurants,144.97183,-37.81095
2019,Mrs Parma's,"Pubs, Taverns and Bars",144.97198999999998,-37.81074
2019,Vamos,Cafes and Restaurants,144.97151000000002,-37.81084
2019,Juliet Melbourne,"Pubs, Taverns and Bars",144.97151000000002,-37.81084
2019,Kri Kri Restaurant,Cafes and Restaurants,144.97151000000002,-37.81084
2019,SPQR Pizzeria,Cafes and Restaurants,144.97136,-37.81092
2019,Punch Lane Wine Bar/Restaurant,Cafes and Restaurants,144.97136,-37.81092
2019,Bamboo House,Cafes and Restaurants,144.97111,-37.81102
2019,Crossley Hotel,Accommodation,144.97111,-37.81102
2019,Bodega Underground,"Pubs, Taverns and Bars",144.97111,-37.81102
2019,City Wine Shop,Cafes and Restaurants,144.97247,-37.810990000000004
2019,The European,Cafes and Restaurants,144.97243,-37.81095
2019,The Melbourne Supper Club,Cafes and Restaurants,144.97243,-37.81095
2019,Siglo Bar,"Pubs, Taverns and Bars",144.97243,-37.81095
2019,Princess Theatre,Performing Arts Operation,144.97233,-37.81073
2019,Red Pepper Indian Restaurant,Cafes and Restaurants,144.97241,-37.81128
2019,Bar Humbug,"Pubs, Taverns and Bars",144.95497,-37.81539
2019,Salaam Namaste Dosa Hut CBD,Cafes and Restaurants,144.95493000000002,-37.8153
2019,Sud,Cafes and Restaurants,144.95486,-37.81515
2019,Mr Kings Kebabs,Takeaway Food Services,144.95486,-37.81515
2019,Hakoya Ramen,Cafes and Restaurants,144.95425,-37.81499
2019,Common Place Coffee Brewers,Takeaway Food Services,144.95425,-37.81499
2019,Bon Bon Boy - Spencer Street,Cafes and Restaurants,144.95362,-37.81542
2019,Korean Table,Cafes and Restaurants,144.95362,-37.81542
2019,I Love Chicken,Cafes and Restaurants,144.95362,-37.81542
2019,District Mot Vietnamese,Cafes and Restaurants,144.95362,-37.81542
2019,Rolling Nori,Takeaway Food Services,144.95362,-37.81542
2019,Glory Cakes,Bakery Product Manufacturing (Non-factory based),144.95362,-37.81542
2019,Ninja Teppanyaki,Cafes and Restaurants,144.95362,-37.81542
2019,Higher Ground,Cafes and Restaurants,144.95362,-37.81542
2019,Crystal Jade,Cafes and Restaurants,144.95362,-37.81542
2019,Hotel Ibis Little Bourke Street,Accommodation,144.95457,-37.81537
2019,Colonial Hotel / Brown Alley Night Club,"Pubs, Taverns and Bars",144.95522,-37.81459
2019,Thai Kitchen Beer,Cafes and Restaurants,144.95528000000002,-37.81473
2019,Hibachi,Cafes and Restaurants,144.95531,-37.81479
2019,Delhi Rocks,Cafes and Restaurants,144.95539,-37.81501
2019,Cafe Dominoes,Cafes and Restaurants,144.95663000000002,-37.81428
2019,Bergerac,Cafes and Restaurants,144.95621,-37.81439
2019,Melbourne Hwaro Korean BBQ Restaurant,Cafes and Restaurants,144.95567,-37.815020000000004
2019,Scugnizzo Ristorante,Cafes and Restaurants,144.95594,-37.81492
2019,Cooking Corner,Cafes and Restaurants,144.95636000000002,-37.814809999999994
2019,Mr Q Grab & Go,Cafes and Restaurants,144.95707,-37.81465
2019,Tahini Lebanese Diner,Cafes and Restaurants,144.95707,-37.81465
2019,Schmucks Bagels,Takeaway Food Services,144.95707,-37.81465
2019,Bruce Lee Sushi & Roll,Takeaway Food Services,144.95707,-37.81465
2019,The Poke Man,Cafes and Restaurants,144.95707,-37.81465
2019,Little Billy's Melbourne,Cafes and Restaurants,144.95707,-37.81465
2019,Il Mio Pasta Cafe,Cafes and Restaurants,144.95707,-37.81465
2019,The Essoign Club,Clubs (Hospitality),144.95713999999998,-37.81428
2019,Denmark House/The Danish Club,Cafes and Restaurants,144.95973,-37.81393
2019,Little Avenue des Italians,Takeaway Food Services,144.95973,-37.81393
2019,Saxe Restaurant,Cafes and Restaurants,144.95991,-37.81387
2019,Sool Tong,Cafes and Restaurants,144.95991,-37.81387
2019,Michelangelo,Cafes and Restaurants,144.95987,-37.8138
2019,French Fix,Cafes and Restaurants,144.95975,-37.813559999999995
2019,Speck Cafe,Cafes and Restaurants,144.95975,-37.813559999999995
2019,Caterina's Cucina E Bar,Cafes and Restaurants,144.95975,-37.813559999999995
2019,Ho's Cafe,Cafes and Restaurants,144.95975,-37.813559999999995
2019,Tea House At Chinatown,Cafes and Restaurants,144.96894,-37.811040000000006
